Brand,Store Name,Address
McDonald's,McDonald's Bandar Sri Pinang DT,,"Lot PTD 174172, Jalan Seri Alam, Bandar Seri Alam, 81750, Masai, Johor, Malaysia",
McDonald's,McDonald's Kangar DT,,"PTD 68518, Persiaran Bangi, 43650, Bandar Baru Bangi, Selangor, Malaysia",
McDonald's,McDonald's Sri Petaling,,"Lot PTD 48029, Taman Flora Utama, Jalan Tan Swee Hoe, 83000, Batu Pahat, Johor, Malaysia",
McDonald's,McDonald's Muar DT,,"Lot 5017 McDonald's, Jalan Changkat Jong, 36000, Teluk Intan, Perak, Malaysia",
McDonald's,McDonald's Bandar Sri Putra DT,,"Lot G-21 and G-22, Ground Floor, Taiping Sentral, No 36, Jalan Istana Larut, 34000, Taiping, Perak, Malaysia",
McDonald's,McDonald's Sabak Bernam DT,,"No.2, Jalan Klang Sentral/KU05, Bukit Raja, Meru, 41050, Klang, Selangor, Malaysia",
McDonald's,McDonald's Caltex Denai Alam DT,,"Lot PT 3906, Jalan Terminal KLIA (Outbound), 64000, Sepang, Selangor, Malaysia",
McDonald's,McDonald's Aman Central,,"Lot PT 52317, Prima Saujana, Mukim Kajang, 43000, Kajang, Selangor, Malaysia",
McDonald's,McDonald's Taman Ungku Tun Aminah DT,,"Sebahagian Lot PT 3368, Leboh Ayeh Keroh, Mukim Bukit Baru, 75450, Melaka, Malaysia",
McDonald's,McDonald's KL Sentral,,"FG-15 & FG-16, Ground Floor, Dataran Pahlawan Melaka Megamall, Jalan Merdeka, 75000, Melaka, Malaysia",
McDonald's,McDonald's Jalan Sultan Azlan Shah DT,,"Lot No. 29A & 30, Ground Floor, KB Mall, Jalan Hamzah, 15050, Kota Bharu, Kelantan, Malaysia",
McDonald's,McDonald's Api-Api (Kota Kinabalu),,"Lot No. 48733, Mukim Petaling LDP Puchong Gateway, 47100, Puchong, Selangor, Malaysia",
McDonald's,McDonald's SS15 Subang,,"PT 860, HS (D) 1217, Bandar Perda, Mukim 6, Daerah Seberang Prai Tengah, 14000, Pulau Pinang, Malaysia",
McDonald's,McDonald's Section 14,,"Lot PT 69990, HSD 124966, Jalan Bandar Mukim Plentong, Bandar Baru Pasir Gudang, 81700 Pasir Gudang, Johor, Malaysia",
McDonald's,McDonald's Kuala Terengganu DT,,"Block A, Lot 2 Aras 1, Aras 2 & Lot 1 Aras 1, Jalan Niaga 11, Mukim Kota Tinggi, Daerah Kota Tinggi, 81900, Kota Tinggi, Johor, Malaysia",
McDonald's,McDonald's Putrajaya Persint 2 DT,,"Lot 303521, Sunway City, Mukim Hulu Kinta, Daerah Kinta, 31150 Ulu Kinta, Ipoh, Perak, Malaysia",
McDonald's,McDonald's Cyberjaya DT,,"PT 1134, Persiaran Pusat Bandar, 71800 Nilai, Negeri Sembilan, Malaysia",
McDonald's,McDonald's Kuantan Riverfront DT,,"Lot 25747, Lebuh Raya Selayang, Kepong Lebuh Raya, Lingkaran Tengah 2 (MRR 2), 52100, Kepong, Kuala Lumpur, Malaysia",
McDonald's,McDonald's Suria KLCC,,"No. 57, Jalan Indah 15/2, Bukit Indah, 81200, Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's Shell Putra Height DT,,"No. 686, Jalan Pasir Puteh, Pengkalan Pegoh, 31500, Ipoh, Perak, Malaysia",
McDonald's,McDonald's Paradigm Mall JB,,"Lot 10655, Jalan Utama, Bandar Puncak Alam, 45010, Kuala Selangor, Selangor, Malaysia",
McDonald's,McDonald's Setia Alam DT,,"Sebahagian Lot No. 126028, Jalan Batu Sinar, Taman Bandar Baru Kampar, 31900, Kampar, Perak, Malaysia",
McDonald's,McDonald's Bintang Plaza Miri,,"Lot LG221, Lower Ground Floor Promenade, 1 Utama Shopping Centre, Persiaran Bandar Utama, Bandar Utama, 47800, Petaling Jaya, Selangor, Malaysia",
McDonald's,McDonald's Ampangan DT,,"Shop Lot No. 2 (Ground & 1st Floor) and Shop Lot No. 4 (Ground Floor), Causeway Road, 96007, Sibu, Sarawak, Malaysia",
McDonald's,McDonald's Intermark Mall,,"Lot 5993, Block 11, K.B.L.D. Desa Indah 3, Jalan Tudan, Bandar Baru Permyjaya, 98000, Miri, Sarawak, Malaysia",
McDonald's,McDonald's Petronas Kota Damansara DT,,"Ground Floor & 1st Floor, Jalan Baru Pak Sabah, Mukim Kuala Dungun, 23000, Dungun, Terengganu, Malaysia",
McDonald's,McDonald's Canary Garden Klang DT,,"No. 28, Jalan KLC 1, Kulim Landmark Central, 09000 Kedah, Malaysia",
McDonald's,McDonald's Shell Port Dickson DT,,"Sebahagian Lot PTD 19827, Mukim Tebrau, Ulu Tiram, 81800, Johor Bahru, Johor, Malaysia",
McDonald's,McDonald's Shell Mahkota Cheras DT,,"Lot 133826, Lebuh Sanggul 1/KS7, Bandar Puteri, 41200, Klang, Selangor, Malaysia",
McDonald's,McDonald's Petron Bandar Saujana Putra DT,,"Lot 697 & Lot 764, Jalan Batu Ferringi, Seksyen 2, Bandar Baru Ferringi, Daerah Timur Laut, 11100, Pulau Pinang, Malaysia",
McDonald's,McDonald's Shaftsbury DT,,"Lot 640, Teluk Piah, Mukim Kuala Selangor, 45000, Kuala Selangor, Selangor, Malaysia",
McDonald's,McDonald's Shell SS6,,"Lot 69683, Jalan PJU 7/5, Mutiara Damansara, Mukim Sungai Buloh, Daerah Petaling, 45000, Selangor, Malaysia",
